user_id,date,session_duration,songs_played,device,country,premium,feature_used
52,2026-06-05,99,46,Android,Australia,Yes,Lyrics
53,2026-04-11,110,45,Web,Australia,Yes,Queue
54,2026-01-29,82,78,Android,USA,Yes,Discover Weekly
55,2026-03-18,86,28,Desktop,USA,Yes,Lyrics
56,2025-08-06,167,66,iOS,USA,No,Podcasts
57,2026-01-02,79,15,Desktop,India,No,Search
58,2025-08-05,97,28,Web,USA,No,AI DJ
59,2025-08-13,169,48,Desktop,USA,No,Wrapped
60,2026-01-22,71,6,Web,USA,Yes,Lyrics
61,2026-02-28,25,49,Web,Germany,Yes,AI DJ
62,2026-01-26,40,18,iOS,India,No,Discover Weekly
63,2025-08-13,90,36,iOS,USA,Yes,Search
64,2026-03-04,76,74,Android,India,Yes,Offline Download
65,2026-05-08,152,27,Web,Canada,No,Search
66,2026-03-19,159,75,iOS,Germany,No,Queue
67,2025-09-17,39,65,Desktop,UK,Yes,Lyrics
68,2026-06-30,142,40,iOS,USA,No,Podcasts
69,2026-02-12,124,46,Desktop,UK,No,Lyrics
70,2025-12-24,19,1,Android,Canada,Yes,Offline Download
71,2026-02-21,154,13,Android,Germany,No,AI DJ
72,2026-05-28,53,16,Desktop,Australia,No,Wrapped
73,2026-03-20,91,17,Web,Germany,No,Podcasts
74,2025-11-23,105,55,Desktop,India,No,Offline Download
75,2026-04-26,99,47,Web,Australia,Yes,Playlist
76,2025-08-04,40,34,Web,India,Yes,Offline Download
77,2026-05-30,58,51,Web,Germany,Yes,Wrapped
78,2025-12-08,123,57,iOS,India,No,Playlist
79,2026-03-20,81,51,Desktop,USA,Yes,Offline Download
80,2026-03-28,113,38,Desktop,USA,No,Offline Download
81,2026-04-08,94,60,Android,Canada,Yes,Lyrics
82,2025-12-20,146,36,Android,USA,Yes,AI DJ
83,2026-02-01,22,7,Desktop,Canada,Yes,Queue
84,2025-12-01,74,65,Android,Germany,Yes,Queue
85,2025-11-24,95,47,Desktop,USA,No,Queue
86,2026-02-23,30,50,iOS,Australia,No,Playlist
87,2025-08-15,150,37,Android,UK,Yes,Discover Weekly
88,2025-10-13,148,29,Android,Germany,Yes,Queue
89,2025-08-06,63,13,Web,India,Yes,Lyrics
90,2026-05-07,9,5,iOS,Germany,Yes,Podcasts
91,2025-12-23,35,73,Desktop,Germany,No,Discover Weekly
92,2025-07-26,99,44,Web,UK,No,Queue
93,2026-01-24,90,49,iOS,Canada,No,Lyrics
94,2026-05-03,170,25,Desktop,Australia,No,Wrapped
95,2026-03-31,41,32,Web,Australia,No,Offline Download
96,2025-07-17,42,70,Android,Canada,No,Podcasts
97,2026-01-20,87,2,Android,UK,Yes,Lyrics
98,2026-03-04,155,76,Android,USA,Yes,Offline Download
99,2025-09-30,101,41,Desktop,Germany,Yes,AI DJ
100,2025-07-22,179,74,Web,Canada,No,Offline Download
101,2025-09-26,125,7,Desktop,UK,Yes,Playlist
102,2025-09-14,91,72,iOS,UK,Yes,Offline Download
103,2026-02-02,29,37,Desktop,Canada,No,Queue
104,2025-09-14,133,6,Android,India,No,Discover Weekly
105,2026-02-24,136,33,iOS,Canada,No,Podcasts
106,2025-07-20,128,28,Web,Germany,No,Playlist
107,2025-11-06,160,12,iOS,UK,No,Playlist
108,2025-09-27,72,79,Android,Australia,No,Podcasts
109,2025-11-01,63,28,iOS,Canada,No,Podcasts
110,2026-05-15,115,31,Web,USA,Yes,Playlist
111,2026-03-19,171,52,iOS,Australia,Yes,Lyrics
112,2025-09-11,66,42,iOS,Canada,No,Search
113,2026-06-22,135,58,iOS,India,Yes,Playlist
114,2025-10-09,17,27,Android,Germany,Yes,Search
115,2025-09-09,19,11,Android,UK,Yes,Search
116,2025-10-21,157,9,iOS,Canada,No,Queue
117,2026-03-23,21,1,Desktop,Germany,Yes,Queue
118,2025-09-05,104,52,Android,Canada,No,Queue
119,2025-09-06,172,22,Desktop,Germany,Yes,Search
120,2025-11-23,58,68,Desktop,Canada,No,Playlist
121,2026-02-15,132,32,iOS,Australia,No,Playlist
122,2026-01-23,73,40,Android,USA,Yes,AI DJ
123,2025-09-01,72,9,Android,Canada,No,Wrapped
124,2025-08-10,11,55,Android,Germany,Yes,Playlist
125,2025-12-14,179,65,Web,Germany,No,Lyrics
126,2026-04-20,36,47,Web,Germany,No,Playlist
127,2025-09-22,88,54,Android,UK,Yes,Podcasts
128,2025-11-27,141,21,Desktop,India,Yes,Playlist
129,2025-07-13,175,30,Desktop,USA,Yes,Lyrics
130,2025-08-18,51,18,iOS,UK,No,Lyrics
131,2026-02-25,112,19,Android,Germany,No,Search
132,2026-01-07,93,12,Web,Australia,Yes,Queue
133,2025-08-26,77,7,iOS,Germany,Yes,Podcasts
134,2026-01-16,15,24,Android,USA,Yes,Wrapped
135,2026-03-07,145,47,Web,UK,No,Playlist
136,2026-02-02,46,12,Web,Australia,No,Offline Download
137,2026-03-31,21,4,Desktop,UK,Yes,AI DJ
138,2026-02-14,85,47,Android,Australia,No,Offline Download
139,2026-02-27,35,24,Web,Canada,Yes,Wrapped
140,2026-01-04,62,56,Android,India,Yes,Lyrics
141,2026-06-14,155,41,iOS,UK,Yes,Queue
142,2025-07-20,61,20,Desktop,India,Yes,Discover Weekly
143,2026-02-05,166,36,Android,India,Yes,Discover Weekly
144,2026-01-04,117,7,Desktop,UK,No,Search
145,2026-05-22,136,41,Android,Canada,No,AI DJ
146,2026-02-11,27,61,Web,Canada,Yes,Playlist
147,2025-11-23,117,80,Web,UK,No,Podcasts
148,2025-08-27,123,7,iOS,USA,No,Discover Weekly
149,2026-06-05,89,77,Web,Australia,Yes,Discover Weekly
150,2025-11-01,157,55,iOS,Canada,No,Podcasts
151,2025-11-23,60,26,Web,India,No,Discover Weekly
152,2025-12-19,153,57,Desktop,Canada,Yes,AI DJ
153,2026-02-08,12,27,iOS,India,Yes,AI DJ
154,2025-10-24,26,20,Web,Australia,Yes,Playlist
155,2026-04-29,23,43,Android,USA,Yes,Lyrics
156,2026-04-08,92,58,Web,India,No,Playlist
157,2026-02-17,77,17,iOS,UK,No,Lyrics
158,2026-03-04,154,60,iOS,USA,No,Playlist
159,2025-10-19,119,7,iOS,Germany,No,AI DJ
160,2026-06-24,94,80,Android,Canada,Yes,Offline Download
161,2026-06-08,99,59,Android,Germany,No,Offline Download
162,2026-01-22,43,21,Desktop,Germany,No,Queue
163,2025-09-30,11,71,Web,UK,Yes,AI DJ
164,2025-08-14,119,34,Android,India,Yes,Wrapped
165,2026-06-15,161,69,Android,USA,No,Playlist
166,2025-12-05,46,75,Desktop,Australia,No,Playlist
167,2025-07-07,46,72,Desktop,Germany,No,Discover Weekly
168,2025-09-22,122,71,Android,Canada,No,Wrapped
169,2026-04-30,12,73,Web,India,Yes,Offline Download
170,2025-08-14,53,38,Desktop,India,No,AI DJ
171,2026-05-13,83,45,Android,Germany,Yes,Offline Download
172,2025-07-16,163,72,Web,UK,Yes,Playlist
173,2025-11-20,65,68,Android,Germany,No,Offline Download
174,2026-04-04,104,49,Desktop,UK,No,Queue
175,2025-12-20,159,53,Desktop,USA,No,Playlist
176,2026-05-23,86,7,Android,Germany,No,Wrapped
177,2026-05-15,49,62,iOS,Australia,Yes,Lyrics
178,2025-08-04,90,8,Desktop,Germany,Yes,Discover Weekly
179,2025-08-27,81,62,iOS,UK,No,Queue
180,2026-04-10,85,4,Desktop,USA,Yes,Podcasts
181,2025-08-24,110,69,Desktop,India,Yes,Discover Weekly
182,2026-02-05,170,66,iOS,Germany,No,AI DJ
183,2026-03-22,154,47,Android,Australia,Yes,Wrapped
184,2026-03-21,12,60,Web,Australia,No,AI DJ
185,2026-02-06,77,42,Desktop,Canada,No,Queue
186,2025-10-09,74,67,Android,India,No,Discover Weekly
187,2025-12-21,12,66,iOS,India,Yes,Podcasts
188,2026-06-24,75,46,Android,Canada,No,Offline Download
189,2026-05-15,148,68,iOS,Australia,Yes,Offline Download
190,2026-04-15,62,18,Desktop,USA,Yes,Queue
191,2025-08-03,114,8,Android,Germany,No,Podcasts
192,2025-07-30,45,4,iOS,USA,No,AI DJ
193,2026-07-05,65,29,Android,Germany,Yes,Offline Download
194,2025-08-17,11,45,Android,India,Yes,Offline Download
195,2026-05-22,39,61,iOS,Australia,Yes,Podcasts
196,2025-09-10,172,5,Android,Germany,Yes,Search
197,2025-12-24,28,35,iOS,Germany,No,Discover Weekly
198,2026-05-12,8,71,Android,Canada,No,Discover Weekly
199,2025-10-28,87,26,iOS,India,No,Podcasts
200,2025-07-08,131,19,iOS,Australia,Yes,Search
201,2026-04-12,106,42,Android,Canada,Yes,AI DJ
202,2026-06-09,54,2,Android,USA,No,Offline Download
203,2026-01-15,107,3,iOS,USA,Yes,Wrapped
204,2025-09-28,140,44,iOS,Australia,Yes,AI DJ
205,2026-02-03,168,66,iOS,USA,No,Search
206,2025-09-08,114,45,Web,Australia,No,Playlist
207,2026-01-17,31,59,Web,Canada,Yes,Podcasts
208,2026-05-17,66,24,Android,UK,Yes,Search
209,2026-05-23,140,20,Android,Germany,No,Lyrics
210,2026-05-19,36,6,Desktop,USA,No,Playlist
211,2026-04-09,12,39,Web,Germany,Yes,Discover Weekly
212,2025-10-06,42,75,Desktop,Canada,Yes,Playlist
213,2026-04-18,109,33,Desktop,USA,Yes,Podcasts
214,2026-04-15,150,71,iOS,India,No,Wrapped
215,2026-04-12,166,30,Web,Canada,Yes,Wrapped
216,2025-09-08,14,1,Desktop,Germany,Yes,Search
217,2026-04-06,179,63,Desktop,Australia,No,Offline Download
218,2025-11-04,144,25,Web,Canada,Yes,Wrapped
219,2025-07-06,75,69,Android,USA,Yes,Offline Download
220,2026-03-02,44,65,Desktop,Canada,Yes,Lyrics
221,2026-05-13,60,73,Android,India,No,Offline Download
222,2026-06-21,58,4,iOS,Germany,Yes,AI DJ
223,2025-11-16,158,56,Web,USA,Yes,Podcasts
224,2026-06-27,43,24,Desktop,UK,No,Search
225,2025-09-20,110,27,iOS,India,No,Queue
226,2025-09-13,38,6,Web,Canada,Yes,Offline Download
227,2025-12-09,26,31,Android,Australia,No,Wrapped
228,2026-06-04,77,2,Desktop,USA,No,Discover Weekly
229,2025-07-22,153,49,iOS,USA,No,Podcasts
230,2026-05-31,127,27,Android,India,No,Discover Weekly
231,2025-08-04,144,39,iOS,India,No,Offline Download
232,2026-03-10,126,30,Desktop,USA,Yes,Wrapped
233,2025-08-04,159,80,Android,India,No,Playlist
234,2026-03-05,137,12,iOS,UK,No,Wrapped
235,2025-12-19,60,20,Android,Germany,Yes,AI DJ
236,2025-07-23,78,17,Web,USA,No,Playlist
237,2025-11-25,29,23,Desktop,UK,No,Queue
238,2025-07-19,52,49,Desktop,USA,No,Podcasts
239,2026-06-09,114,46,Android,India,No,Wrapped
240,2025-12-29,29,63,Web,India,Yes,Wrapped
241,2025-09-24,108,74,Android,India,Yes,Wrapped
242,2025-12-20,71,36,Desktop,Canada,No,Search
243,2026-04-09,144,43,Web,Australia,No,Queue
244,2025-07-28,172,31,Desktop,Germany,Yes,Discover Weekly
245,2026-02-10,29,50,iOS,Canada,Yes,Podcasts
246,2026-06-28,69,4,iOS,Germany,Yes,Playlist
247,2026-05-18,172,79,iOS,Canada,No,AI DJ
248,2025-12-14,51,78,iOS,USA,No,Search
249,2025-10-17,115,39,Android,USA,No,Playlist
250,2025-09-05,177,50,Web,UK,No,Lyrics
251,2026-04-02,102,21,Web,India,No,AI DJ
252,2025-09-08,140,73,Desktop,Germany,No,Search
253,2026-06-25,34,47,iOS,USA,No,Discover Weekly
254,2025-10-12,33,42,Desktop,UK,Yes,Queue
255,2025-10-30,74,6,iOS,USA,No,AI DJ
256,2025-10-10,101,15,Desktop,Australia,No,Search
257,2025-12-16,68,37,Web,India,Yes,Lyrics
258,2025-10-11,50,67,Desktop,UK,No,Queue
259,2025-12-11,165,63,iOS,India,Yes,Queue
260,2026-07-01,25,68,Desktop,Canada,Yes,Queue
261,2025-09-02,126,29,Web,Canada,Yes,Playlist
262,2026-03-03,173,25,Web,USA,No,Playlist
263,2025-10-29,63,63,Desktop,India,Yes,Offline Download
264,2025-08-12,17,42,Android,India,No,Discover Weekly
265,2025-10-09,111,8,iOS,Canada,Yes,Wrapped
266,2025-09-10,110,70,iOS,Canada,Yes,Offline Download
267,2025-11-22,38,28,Android,India,Yes,Wrapped
268,2026-04-04,167,38,Desktop,UK,Yes,Wrapped
269,2026-03-29,111,20,iOS,India,No,Podcasts
270,2025-07-26,50,13,Android,USA,No,Playlist
271,2026-01-24,121,38,Web,Germany,Yes,Queue
272,2026-04-14,176,36,Android,USA,No,Podcasts
273,2025-11-22,145,25,Android,UK,No,AI DJ
274,2025-12-29,132,48,Android,Canada,Yes,Lyrics
275,2026-03-20,75,78,Web,Australia,Yes,Search
276,2026-05-11,95,30,Web,Australia,Yes,Discover Weekly
277,2026-01-16,71,77,iOS,Australia,No,Lyrics
278,2025-07-26,141,69,Android,USA,Yes,Offline Download
279,2025-12-13,8,37,Android,USA,Yes,Offline Download
280,2025-10-27,160,36,Web,Canada,No,Lyrics
281,2026-01-01,144,28,Desktop,India,Yes,Lyrics
282,2025-10-12,28,74,Desktop,USA,No,Discover Weekly
283,2025-11-10,168,27,Android,UK,Yes,Playlist
284,2026-01-12,151,31,Desktop,Australia,No,Wrapped
285,2026-01-31,168,16,iOS,Australia,Yes,Offline Download
286,2026-04-13,117,32,iOS,UK,No,Playlist
287,2025-09-21,116,40,Web,Australia,Yes,Offline Download
288,2026-02-17,152,39,iOS,India,Yes,AI DJ
289,2025-10-11,59,14,Web,Germany,Yes,Lyrics
290,2026-01-16,74,35,Web,Australia,No,Discover Weekly
291,2025-11-07,93,9,Android,Canada,No,Playlist
292,2026-04-23,153,47,iOS,Canada,Yes,Search
293,2026-06-04,77,16,Web,India,No,Offline Download
294,2025-12-20,45,50,Android,Australia,Yes,Discover Weekly
295,2026-06-07,175,33,Web,India,No,Podcasts
296,2025-08-26,112,24,Desktop,Canada,Yes,Queue
297,2025-11-09,139,41,Web,India,Yes,Search
298,2025-12-10,179,45,Desktop,USA,Yes,Search
299,2025-10-20,40,23,iOS,Germany,Yes,AI DJ
300,2026-02-15,177,2,iOS,UK,No,Playlist
301,2026-05-29,62,13,Web,USA,No,Playlist
302,2026-01-10,166,30,Desktop,India,Yes,Playlist
303,2025-07-08,180,18,Desktop,India,Yes,AI DJ
304,2025-07-11,29,47,Android,UK,No,Wrapped
305,2025-12-21,11,55,Desktop,Germany,No,Queue
306,2026-03-01,138,76,iOS,USA,Yes,Search
307,2026-07-05,6,2,iOS,USA,No,Discover Weekly
308,2026-02-15,102,67,Desktop,Australia,Yes,AI DJ
309,2025-09-09,108,43,Android,Germany,Yes,Discover Weekly
310,2026-04-25,24,68,Desktop,Germany,Yes,Playlist
311,2025-11-03,165,27,Desktop,USA,No,Lyrics
312,2025-12-23,107,20,Android,UK,No,Playlist
313,2025-10-08,53,38,Desktop,Germany,No,Wrapped
314,2026-06-21,118,65,Web,Canada,Yes,Search
315,2026-05-23,76,23,Android,India,Yes,Wrapped
316,2025-07-15,44,48,iOS,UK,No,Wrapped
317,2026-04-13,91,4,iOS,USA,Yes,Lyrics
318,2025-07-22,148,52,Web,India,Yes,Wrapped
319,2026-05-16,17,70,Android,USA,Yes,Podcasts
320,2025-08-15,70,15,iOS,India,No,Wrapped
321,2025-12-29,152,4,Web,Germany,Yes,AI DJ
322,2026-02-13,165,73,Desktop,Germany,Yes,Lyrics
323,2025-07-30,7,68,Web,India,Yes,Podcasts
324,2025-09-24,149,51,Web,Australia,No,Playlist
325,2025-12-18,176,23,Desktop,India,No,Lyrics
326,2025-09-05,94,17,iOS,Germany,No,Offline Download
327,2026-01-27,122,42,iOS,USA,Yes,Podcasts
328,2026-03-13,91,14,iOS,Canada,Yes,Wrapped
329,2025-12-24,80,80,Android,Canada,No,Offline Download
330,2026-05-11,87,44,Desktop,India,No,Search
331,2025-11-10,129,54,Web,Australia,No,Playlist
332,2025-08-25,28,12,Desktop,India,Yes,Search
333,2025-07-10,121,38,Android,Germany,Yes,Search
334,2025-12-08,56,33,Web,Canada,Yes,Playlist
335,2025-11-17,108,58,Web,Australia,Yes,Wrapped
336,2025-09-28,157,52,Web,Australia,Yes,AI DJ
337,2025-08-24,152,72,Web,Canada,No,Wrapped
338,2026-06-25,167,18,Android,UK,Yes,Offline Download
339,2025-08-31,160,42,Desktop,Australia,Yes,Wrapped
340,2026-07-05,143,32,iOS,India,No,Podcasts
341,2025-11-03,86,53,iOS,USA,No,AI DJ
342,2025-11-19,42,61,Web,USA,No,Discover Weekly
343,2026-02-12,164,65,iOS,USA,No,Podcasts
344,2026-01-16,172,24,Web,USA,No,Podcasts
345,2025-10-13,112,11,Web,India,No,Queue
346,2026-05-22,99,66,Android,India,No,Queue
347,2026-01-18,161,11,Desktop,India,Yes,Queue
348,2026-04-12,17,46,iOS,Australia,No,AI DJ
349,2026-02-15,34,14,Android,Canada,No,Search
350,2026-01-03,110,26,Android,Germany,Yes,Playlist
351,2025-08-27,31,59,Web,UK,Yes,Playlist
352,2026-06-16,91,44,Desktop,UK,Yes,Playlist
353,2026-06-13,145,47,Android,Canada,Yes,Lyrics
354,2025-12-06,93,49,Web,USA,No,AI DJ
355,2025-10-11,86,29,iOS,Australia,Yes,Lyrics
356,2025-12-21,89,3,Android,Canada,Yes,Wrapped
357,2026-01-18,106,61,Desktop,UK,Yes,Wrapped
358,2025-12-30,131,72,Desktop,Canada,Yes,Podcasts
359,2025-08-22,136,16,Web,India,No,Search
360,2025-10-31,86,16,Android,Canada,Yes,AI DJ
361,2025-08-01,88,50,Android,Australia,No,AI DJ
362,2025-07-17,157,24,iOS,UK,Yes,Playlist
363,2025-12-16,124,60,Web,Canada,No,AI DJ
364,2025-11-08,41,37,Android,USA,No,Queue
365,2026-03-11,93,67,Desktop,Australia,Yes,Podcasts
366,2025-07-28,38,55,Android,Australia,No,Queue
367,2025-08-29,74,29,iOS,UK,Yes,AI DJ
368,2026-04-03,65,51,Android,UK,No,Search
369,2026-03-16,100,50,Android,India,No,Offline Download
370,2026-05-15,179,45,iOS,UK,No,Lyrics
371,2026-02-06,177,34,Android,Germany,Yes,Wrapped
372,2026-03-15,85,32,iOS,Australia,Yes,Discover Weekly
373,2026-04-05,179,23,Web,India,No,AI DJ
374,2026-06-27,172,45,Web,UK,No,Discover Weekly
375,2025-08-24,173,42,Desktop,UK,No,Lyrics
376,2026-04-07,108,71,Desktop,India,Yes,Lyrics
377,2025-08-13,21,22,iOS,USA,No,Podcasts
378,2025-12-08,136,6,Desktop,India,No,Queue
379,2025-11-24,61,39,Web,Canada,Yes,Offline Download
380,2025-08-17,15,3,Desktop,Canada,Yes,Playlist
381,2025-09-22,131,34,Android,India,No,Lyrics
382,2025-10-27,95,37,iOS,Australia,Yes,AI DJ
383,2025-11-10,76,52,Desktop,UK,Yes,Discover Weekly
384,2026-06-30,15,57,iOS,India,Yes,Podcasts
385,2026-06-18,85,4,Android,Australia,Yes,AI DJ
386,2026-01-29,149,37,Desktop,UK,No,Search
387,2026-06-29,46,15,Android,USA,No,Discover Weekly
388,2025-07-20,90,66,Android,USA,Yes,Playlist
389,2025-07-12,154,39,Android,Canada,Yes,AI DJ
390,2025-08-02,21,58,Desktop,Canada,Yes,Wrapped
391,2026-03-10,68,6,Web,Australia,Yes,Search
392,2026-04-02,78,54,iOS,UK,Yes,Podcasts
393,2026-05-07,104,6,Web,Canada,No,Podcasts
394,2026-04-04,175,35,Android,UK,No,Search
395,2025-11-01,172,72,Web,Canada,Yes,Discover Weekly
396,2026-01-30,54,11,Web,USA,Yes,AI DJ
397,2025-07-18,146,30,Android,Canada,No,Queue
398,2025-11-07,21,53,Desktop,UK,Yes,Search
399,2026-02-23,139,36,iOS,Australia,No,Offline Download
400,2025-12-12,95,15,Desktop,Australia,Yes,Wrapped
401,2025-08-06,89,58,Web,India,Yes,Lyrics
402,2026-02-28,162,10,Android,UK,Yes,Offline Download
403,2025-12-22,98,22,Android,UK,Yes,Search
404,2026-04-23,73,49,Desktop,Canada,No,Lyrics
405,2025-07-06,109,56,Web,Canada,No,Lyrics
406,2026-06-12,41,72,Desktop,Australia,No,Playlist
407,2026-02-17,86,70,iOS,India,Yes,Offline Download
408,2025-12-12,116,9,Desktop,UK,Yes,Search
409,2025-09-21,48,54,iOS,Australia,No,Lyrics
410,2026-06-19,105,48,Web,USA,No,AI DJ
411,2026-02-10,30,24,Desktop,UK,No,Search
412,2026-02-22,85,47,iOS,Australia,No,Podcasts
413,2025-07-06,127,26,Web,UK,Yes,Offline Download
414,2025-11-05,82,46,iOS,India,Yes,Podcasts
415,2025-10-27,53,17,Android,Australia,Yes,Offline Download
416,2026-06-23,109,74,Android,Australia,No,Lyrics
417,2026-03-27,137,57,Desktop,USA,Yes,Queue
418,2026-06-10,59,49,Android,Canada,Yes,Search
419,2026-05-17,129,54,iOS,USA,No,Lyrics
420,2025-11-22,178,49,Android,Germany,Yes,AI DJ
421,2025-07-16,117,44,iOS,USA,No,Search
422,2025-07-10,151,28,Web,Canada,No,AI DJ
423,2025-08-18,151,73,iOS,Canada,Yes,Search
424,2025-09-28,143,6,Android,Australia,No,Offline Download
425,2026-01-27,73,67,Android,India,Yes,Podcasts
426,2025-12-05,97,29,Android,Canada,Yes,Lyrics
427,2025-09-29,16,73,Android,Canada,No,Discover Weekly
428,2025-07-12,130,40,iOS,UK,Yes,Queue
429,2025-08-11,136,78,Web,UK,No,AI DJ
430,2026-02-02,82,69,iOS,Germany,No,Offline Download
431,2026-06-12,50,2,Android,USA,Yes,AI DJ
432,2025-10-03,117,62,Desktop,Australia,Yes,Podcasts
433,2026-04-30,63,76,Android,India,Yes,Playlist
434,2025-08-01,153,40,Web,India,Yes,Playlist
435,2025-11-27,100,7,iOS,Australia,Yes,Queue
436,2025-11-23,175,42,iOS,India,No,Queue
437,2025-07-28,64,67,Web,UK,No,Podcasts
438,2025-08-19,96,58,iOS,Australia,No,Wrapped
439,2025-08-06,51,10,Desktop,UK,Yes,Podcasts
440,2025-11-08,22,29,iOS,Australia,Yes,Queue
441,2026-02-16,90,31,iOS,Canada,Yes,Search
442,2025-12-17,163,20,Desktop,UK,No,Playlist
443,2025-08-20,65,53,Web,UK,No,Queue
444,2026-06-08,70,9,Desktop,Germany,No,Search
445,2025-08-15,141,12,Web,Canada,No,Playlist
446,2026-03-08,157,14,Desktop,India,No,Search
447,2026-01-29,139,36,Web,Canada,No,Queue
448,2026-02-23,19,25,Web,USA,Yes,Lyrics
449,2026-02-05,158,60,iOS,USA,No,Discover Weekly
450,2025-10-14,174,25,Web,USA,No,Offline Download
451,2026-04-24,115,1,Web,Australia,No,Discover Weekly
452,2026-06-09,25,14,Desktop,India,No,Podcasts
453,2025-10-31,128,15,Android,UK,Yes,Lyrics
454,2026-06-07,38,33,Web,Australia,No,Offline Download
455,2025-12-06,19,33,Desktop,Canada,Yes,Search
456,2025-12-31,175,18,Android,Australia,No,Offline Download
457,2026-04-01,29,35,Desktop,UK,Yes,Search
458,2026-04-01,178,17,Web,India,Yes,Lyrics
459,2026-01-13,60,22,Android,India,No,Playlist
460,2026-01-08,45,46,Android,Australia,No,Queue
461,2025-09-08,8,50,iOS,India,Yes,Search
462,2026-04-15,178,32,Web,Australia,No,Playlist
463,2026-06-27,119,49,Web,Australia,Yes,Wrapped
464,2025-11-07,94,69,Web,India,Yes,Podcasts
465,2025-11-19,134,76,iOS,UK,Yes,AI DJ
466,2026-04-06,85,70,Android,India,Yes,Wrapped
467,2025-08-14,63,26,Android,Australia,Yes,Offline Download
468,2025-09-08,42,71,Web,Canada,No,Wrapped
469,2026-01-18,160,46,Web,Germany,No,Discover Weekly
470,2025-07-06,117,32,Desktop,UK,Yes,Podcasts
471,2026-04-14,53,52,Web,Germany,Yes,Podcasts
472,2026-05-06,86,21,Desktop,Canada,No,AI DJ
473,2025-09-25,140,8,Android,India,No,Wrapped
474,2025-09-16,171,79,Desktop,Canada,No,Playlist
475,2026-02-22,88,80,Web,Canada,Yes,Search
476,2025-07-07,12,40,Desktop,UK,No,Search
477,2026-03-13,82,41,Desktop,Germany,No,Wrapped
478,2025-09-12,16,34,Web,UK,Yes,Queue
479,2026-05-27,29,37,Desktop,Australia,No,Playlist
480,2025-07-21,179,46,Desktop,UK,Yes,Offline Download
481,2025-12-14,101,61,Web,Germany,Yes,Discover Weekly
482,2025-11-01,119,5,Desktop,India,Yes,Discover Weekly
483,2025-12-20,49,73,Web,Australia,Yes,Lyrics
484,2026-03-01,152,49,Android,Canada,No,Discover Weekly
485,2025-08-05,37,10,Web,USA,No,Wrapped
486,2025-07-28,22,42,iOS,UK,Yes,Discover Weekly
487,2026-03-13,123,29,Web,Canada,Yes,Lyrics
488,2026-06-27,36,75,iOS,India,Yes,Queue
